Sales Person,Country,Product,Date,Amount,Boxes Shipped
Karlen McCaffrey,Canada,Caramel Stuffed Bars,11/7/2027,3357.30,308
Madelene Upcott,Australia,Raspberry Choco,11/8/2027,7033.52,94
Rafaelita Blaksland,UK,Spicy Special Slims,11/9/2027,9896.80,143
Curtice Advani,UK,Peanut Butter Cubes,11/10/2027,15653.44,175
Kelci Walkden,New Zealand,White Choc,11/11/2027,7899.31,148
Beverie Moffet,Canada,Fruit & Nut Bars,11/12/2027,10644.74,172
Mallorie Waber,India,White Choc,11/13/2027,872.83,224
Brien Boise,UK,Drinking Coco,11/14/2027,6337.94,128
Jehu Rudeforth,India,Peanut Butter Cubes,11/15/2027,31.15,451
Oby Sorrel,USA,Almond Choco,11/16/2027,7107.55,142
Husein Augar,India,Eclairs,11/17/2027,5465.85,56
Brien Boise,UK,Spicy Special Slims,11/18/2027,2462.14,60
Oby Sorrel,Australia,Manuka Honey Choco,11/19/2027,4194.44,80
Beverie Moffet,India,White Choc,11/20/2027,1994.44,299
Ches Bonnell,India,Almond Choco,11/21/2027,12124.05,80
Gigi Bohling,Australia,Smooth Sliky Salty,11/22/2027,5884.09,117
Camilla Castle,USA,85% Dark Bars,11/23/2027,2639.16,80
Camilla Castle,USA,Eclairs,11/24/2027,5031.40,401
Madelene Upcott,New Zealand,White Choc,11/25/2027,11510.71,56
Van Tuxwell,India,After Nines,11/26/2027,15021.98,211
Husein Augar,India,Orange Choco,11/27/2027,4517.19,40
Jehu Rudeforth,India,Almond Choco,11/28/2027,10778.53,99
Karlen McCaffrey,Australia,Raspberry Choco,11/29/2027,1145.72,60
Camilla Castle,New Zealand,99% Dark & Pure,11/30/2027,2518.50,45
Gigi Bohling,Australia,Orange Choco,12/1/2027,596.63,158
Kelci Walkden,UK,Drinking Coco,12/2/2027,1858.71,24
Mallorie Waber,Canada,Caramel Stuffed Bars,12/3/2027,5194.28,547
Husein Augar,Australia,Organic Choco Syrup,12/4/2027,960.69,155
Brien Boise,Australia,White Choc,12/5/2027,5347.12,23
Dotty Strutley,India,Peanut Butter Cubes,12/6/2027,9805.11,76
Dennison Crosswaite,UK,99% Dark & Pure,12/7/2027,13205.42,26
Gigi Bohling,New Zealand,50% Dark Bites,12/8/2027,5929.20,65
Gigi Bohling,USA,Milk Bars,12/9/2027,516.92,141
Brien Boise,UK,Caramel Stuffed Bars,12/10/2027,2882.76,145
Curtice Advani,New Zealand,Peanut Butter Cubes,12/11/2027,1637.72,454
Curtice Advani,New Zealand,50% Dark Bites,12/12/2027,10791.46,88
Beverie Moffet,Canada,Drinking Coco,12/13/2027,1093.46,115
Barr Faughny,USA,Caramel Stuffed Bars,12/14/2027,3407.61,316
Mallorie Waber,Canada,Almond Choco,12/15/2027,4753.93,37
Oby Sorrel,USA,Drinking Coco,12/16/2027,8280.62,47
Brien Boise,New Zealand,Eclairs,12/17/2027,4981.78,299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,12/18/2027,13998.33,60
Gunar Cockshoot,UK,Spicy Special Slims,12/19/2027,13105.65,199
Curtice Advani,USA,After Nines,12/20/2027,15728.81,256
Oby Sorrel,India,Choco Coated Almonds,12/21/2027,53.85,399
Ches Bonnell,Australia,Peanut Butter Cubes,12/22/2027,10857.23,73
Oby Sorrel,Australia,Spicy Special Slims,12/23/2027,12412.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,12/24/2027,3669.15,209
Camilla Castle,Canada,Drinking Coco,12/25/2027,13555.26,279
Kaine Padly,USA,Spicy Special Slims,12/26/2027,2333.84,171
Marney O'Breen,New Zealand,70% Dark Bites,12/27/2027,8973.05,360
Roddy Speechley,New Zealand,99% Dark & Pure,12/28/2027,8610.38,188
Oby Sorrel,New Zealand,85% Dark Bars,12/29/2027,3432.30,452
Dotty Strutley,New Zealand,Orange Choco,12/30/2027,2283.39,155
Andria Kimpton,New Zealand,Almond Choco,12/31/2027,7190.49,165
Karlen McCaffrey,Australia,99% Dark & Pure,1/1/2028,11303.07,166
Kaine Padly,UK,After Nines,1/2/2028,18911.49,171
Kaine Padly,Canada,After Nines,1/3/2028,6233.02,178
Kaine Padly,UK,Drinking Coco,1/4/2028,2334.50,233
Rafaelita Blaksland,UK,50% Dark Bites,1/5/2028,11099.73,73
Dotty Strutley,USA,Raspberry Choco,1/6/2028,3590.55,47
Karlen McCaffrey,USA,White Choc,1/7/2028,5209.40,2
Oby Sorrel,USA,Spicy Special Slims,1/8/2028,6315.14,398
Mallorie Waber,Australia,Smooth Sliky Salty,1/9/2028,4454.71,117
Kaine Padly,Canada,Organic Choco Syrup,1/10/2028,6078.71,78
Marney O'Breen,USA,Peanut Butter Cubes,1/11/2028,695.96,363
Dennison Crosswaite,UK,Smooth Sliky Salty,1/12/2028,563.76,151
Brien Boise,Australia,Organic Choco Syrup,1/13/2028,4479.69,261
Beverie Moffet,India,Organic Choco Syrup,1/14/2028,1093.72,22
Dennison Crosswaite,Australia,Baker's Choco Chips,1/15/2028,15870.43,449
Beverie Moffet,UK,50% Dark Bites,1/16/2028,2529.82,297
Van Tuxwell,UK,Almond Choco,1/17/2028,11258.39,217
Dotty Strutley,UK,Caramel Stuffed Bars,1/18/2028,6180.45,230
Wilone O'Kielt,Australia,Smooth Sliky Salty,1/19/2028,2496.06,45
Andria Kimpton,Canada,70% Dark Bites,1/20/2028,10964.29,16
Barr Faughny,UK,Milk Bars,1/21/2028,4012.51,409
Van Tuxwell,Canada,Drinking Coco,1/22/2028,4919.25,746
Jehu Rudeforth,Australia,After Nines,1/23/2028,5602.02,51
Husein Augar,UK,After Nines,1/24/2028,3563.87,372
Barr Faughny,India,Mint Chip Choco,1/25/2028,8313.09,493
Curtice Advani,India,Mint Chip Choco,1/26/2028,8447.48,96
Jehu Rudeforth,New Zealand,Milk Bars,1/27/2028,2646.23,198
Gunar Cockshoot,India,Caramel Stuffed Bars,1/28/2028,2706.83,198
Curtice Advani,UK,Manuka Honey Choco,1/29/2028,1710.48,108
Andria Kimpton,India,Orange Choco,1/30/2028,318.19,417
Mallorie Waber,Australia,Raspberry Choco,1/31/2028,9479.65,26
Beverie Moffet,Canada,85% Dark Bars,2/1/2028,6393.20,44
Kelci Walkden,Australia,Drinking Coco,2/2/2028,1355.65,60
Van Tuxwell,Canada,70% Dark Bites,2/3/2028,7911.23,74
Dennison Crosswaite,USA,Caramel Stuffed Bars,2/4/2028,2583.03,501
Beverie Moffet,New Zealand,Spicy Special Slims,2/5/2028,66.13,65
Jan Morforth,UK,Almond Choco,2/6/2028,10668.69,150
Husein Augar,India,Raspberry Choco,2/7/2028,10994.30,152
Dotty Strutley,India,Mint Chip Choco,2/8/2028,1259.61,227
Camilla Castle,India,Drinking Coco,2/9/2028,492.13,164
Marney O'Breen,UK,Drinking Coco,2/10/2028,1016.77,28
Roddy Speechley,Australia,Organic Choco Syrup,2/11/2028,4111.42,81
Ches Bonnell,India,99% Dark & Pure,2/12/2028,503.97,105
Rafaelita Blaksland,Canada,Spicy Special Slims,2/13/2028,2883.71,163
Van Tuxwell,India,Eclairs,2/14/2028,11861.89,105
Gunar Cockshoot,Australia,99% Dark & Pure,2/15/2028,8564.73,237
Kaine Padly,USA,85% Dark Bars,2/16/2028,538.03,271
Camilla Castle,UK,Peanut Butter Cubes,2/17/2028,5231.88,125
Madelene Upcott,UK,Peanut Butter Cubes,2/18/2028,7916.13,84
Madelene Upcott,USA,Choco Coated Almonds,2/19/2028,6016.32,143
Marney O'Breen,Canada,Peanut Butter Cubes,2/20/2028,7504.86,97
Ches Bonnell,Australia,Choco Coated Almonds,2/21/2028,1590.98,182
Curtice Advani,Canada,Eclairs,2/22/2028,740.07,205
Roddy Speechley,India,Drinking Coco,2/23/2028,4591.11,11
Van Tuxwell,Australia,Mint Chip Choco,2/24/2028,2686.51,324
Dennison Crosswaite,USA,70% Dark Bites,2/25/2028,735.48,77
Andria Kimpton,Canada,Peanut Butter Cubes,2/26/2028,1160.54,311
Gigi Bohling,USA,70% Dark Bites,2/27/2028,8078.15,189
Rafaelita Blaksland,Australia,White Choc,2/28/2028,7467.74,111
Roddy Speechley,Canada,Drinking Coco,2/29/2028,7588.41,342
Camilla Castle,New Zealand,85% Dark Bars,3/1/2028,15372.54,57
Madelene Upcott,Canada,Milk Bars,3/2/2028,3907.50,86
Madelene Upcott,Australia,70% Dark Bites,3/3/2028,3740.76,255
Oby Sorrel,Canada,Eclairs,3/4/2028,6211.75,561
Dennison Crosswaite,Canada,Drinking Coco,3/5/2028,2924.46,25
Mallorie Waber,New Zealand,After Nines,3/6/2028,501.79,241
Roddy Speechley,Canada,White Choc,3/7/2028,6594.09,270
Andria Kimpton,India,After Nines,3/8/2028,960.68,71
Roddy Speechley,India,Spicy Special Slims,3/9/2028,11370.32,170
Dotty Strutley,Australia,White Choc,3/10/2028,6067.94,94
Oby Sorrel,Canada,Orange Choco,3/11/2028,8909.75,355
Kaine Padly,Canada,Almond Choco,3/12/2028,6865.35,75
Jan Morforth,UK,Baker's Choco Chips,3/13/2028,805.23,259
Jehu Rudeforth,UK,Fruit & Nut Bars,3/14/2028,9851.62,221
Dennison Crosswaite,USA,Smooth Sliky Salty,3/15/2028,11823.35,90
Brien Boise,USA,Raspberry Choco,3/16/2028,683.63,202
Madelene Upcott,New Zealand,Milk Bars,3/17/2028,14002.42,388
Roddy Speechley,India,50% Dark Bites,3/18/2028,8744.95,12
Barr Faughny,New Zealand,99% Dark & Pure,3/19/2028,9294.14,201
Dennison Crosswaite,Canada,Organic Choco Syrup,3/20/2028,8831.89,79
Beverie Moffet,India,Almond Choco,3/21/2028,3474.98,104
Brien Boise,Australia,Peanut Butter Cubes,3/22/2028,311.61,204
Karlen McCaffrey,Australia,Spicy Special Slims,3/23/2028,4791.20,335
Jehu Rudeforth,USA,White Choc,3/24/2028,6646.33,117
Ches Bonnell,Canada,Organic Choco Syrup,3/25/2028,593.63,229
Dotty Strutley,India,Eclairs,3/26/2028,2345.95,406
Karlen McCaffrey,India,70% Dark Bites,3/27/2028,5083.07,368
Jehu Rudeforth,UK,Mint Chip Choco,3/28/2028,6339.57,187
Van Tuxwell,India,85% Dark Bars,3/29/2028,9005.87,90
Gigi Bohling,India,Peanut Butter Cubes,3/30/2028,5159.07,87
Jan Morforth,Australia,Peanut Butter Cubes,3/31/2028,13370.97,349
Jehu Rudeforth,UK,Peanut Butter Cubes,4/1/2028,14791.64,182
Van Tuxwell,India,Smooth Sliky Salty,4/2/2028,6429.35,40
Oby Sorrel,UK,99% Dark & Pure,4/3/2028,15900.60,188
Gunar Cockshoot,Australia,After Nines,4/4/2028,3400.26,77
Jehu Rudeforth,New Zealand,50% Dark Bites,4/5/2028,4357.76,63
Brien Boise,Australia,99% Dark & Pure,4/6/2028,3356.17,111
Rafaelita Blaksland,UK,Smooth Sliky Salty,4/7/2028,5287.86,67
Barr Faughny,USA,Orange Choco,4/8/2028,4244.36,11
Mallorie Waber,Canada,Eclairs,4/9/2028,1671.64,277
Karlen McCaffrey,New Zealand,Drinking Coco,4/10/2028,181.84,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,4/11/2028,8950.59,189
Beverie Moffet,Australia,Organic Choco Syrup,4/12/2028,7271.76,385
Van Tuxwell,Canada,Organic Choco Syrup,4/13/2028,4864.83,42
Roddy Speechley,USA,Smooth Sliky Salty,4/14/2028,3175.11,149
Beverie Moffet,Canada,Milk Bars,4/15/2028,10137.79,250
Curtice Advani,UK,85% Dark Bars,4/16/2028,1206.95,174
Brien Boise,Australia,Eclairs,4/17/2028,8222.65,92
Gunar Cockshoot,USA,Spicy Special Slims,4/18/2028,1440.85,152
Marney O'Breen,USA,After Nines,4/19/2028,5611.65,159
Husein Augar,UK,Drinking Coco,4/20/2028,3562.44,111
Kaine Padly,Australia,Eclairs,4/21/2028,8385.26,122
Karlen McCaffrey,India,Fruit & Nut Bars,4/22/2028,181.31,330
Roddy Speechley,Canada,Spicy Special Slims,4/23/2028,1800.27,191
Husein Augar,USA,Eclairs,4/24/2028,4449.37,113
Dennison Crosswaite,New Zealand,White Choc,4/25/2028,10113.40,155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,4/26/2028,5932.84,303
Van Tuxwell,New Zealand,85% Dark Bars,4/27/2028,2006.71,124
Rafaelita Blaksland,UK,99% Dark & Pure,4/28/2028,14086.69,157
Wilone O'Kielt,Australia,Manuka Honey Choco,4/29/2028,4799.54,90
Karlen McCaffrey,UK,Almond Choco,4/30/2028,8101.98,138
Andria Kimpton,Canada,After Nines,5/1/2028,2321.97,71
Roddy Speechley,USA,Manuka Honey Choco,5/2/2028,10245.00,329
Andria Kimpton,UK,50% Dark Bites,5/3/2028,2930.40,344
Kelci Walkden,New Zealand,After Nines,5/4/2028,170.24,75
Camilla Castle,Australia,85% Dark Bars,5/5/2028,4247.49,14
Karlen McCaffrey,India,Manuka Honey Choco,5/6/2028,2696.10,605
Kelci Walkden,USA,After Nines,5/7/2028,1083.76,16
Karlen McCaffrey,USA,Raspberry Choco,5/8/2028,17037.09,347
Mallorie Waber,Canada,Choco Coated Almonds,5/9/2028,5706.43,247
Andria Kimpton,India,Spicy Special Slims,5/10/2028,6682.34,139
Madelene Upcott,Canada,Almond Choco,5/11/2028,8192.60,100
Kaine Padly,USA,Peanut Butter Cubes,5/12/2028,7568.16,206
Van Tuxwell,USA,50% Dark Bites,5/13/2028,10772.33,156
Curtice Advani,Australia,Milk Bars,5/14/2028,7467.12,18
Roddy Speechley,India,Eclairs,5/15/2028,4985.90,311
Curtice Advani,India,Fruit & Nut Bars,5/16/2028,5693.60,177
Curtice Advani,Canada,Almond Choco,5/17/2028,5879.10,75
Brien Boise,Australia,Fruit & Nut Bars,5/18/2028,9771.93,22
Dotty Strutley,Australia,Drinking Coco,5/19/2028,105.06,140
Beverie Moffet,USA,Raspberry Choco,5/20/2028,16414.69,80
Marney O'Breen,India,85% Dark Bars,5/21/2028,2553.41,183
Jehu Rudeforth,Canada,Drinking Coco,5/22/2028,473.99,25
Ches Bonnell,New Zealand,Spicy Special Slims,5/23/2028,3873.98,19
Brien Boise,Canada,99% Dark & Pure,5/24/2028,17718.25,430
Barr Faughny,Australia,Fruit & Nut Bars,5/25/2028,16572.07,57
Andria Kimpton,Australia,50% Dark Bites,5/26/2028,5220.19,216
Andria Kimpton,Australia,Drinking Coco,5/27/2028,1797.26,49
Marney O'Breen,Australia,Organic Choco Syrup,5/28/2028,295.62,182
Kelci Walkden,Canada,Baker's Choco Chips,5/29/2028,3597.37,288
Karlen McCaffrey,India,Almond Choco,5/30/2028,6580.43,147
Oby Sorrel,India,99% Dark & Pure,5/31/2028,12232.97,11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,6/1/2028,2243.44,11
Van Tuxwell,Australia,Organic Choco Syrup,6/2/2028,22943.37,14
Camilla Castle,India,50% Dark Bites,6/3/2028,10590.61,430
Oby Sorrel,India,Organic Choco Syrup,6/4/2028,6468.82,59
Jan Morforth,USA,Peanut Butter Cubes,6/5/2028,10463.57,109
Gigi Bohling,USA,Choco Coated Almonds,6/6/2028,14154.35,105
Gigi Bohling,UK,Almond Choco,6/7/2028,6031.14,9
Jehu Rudeforth,New Zealand,White Choc,6/8/2028,3308.40,258
Andria Kimpton,New Zealand,Peanut Butter Cubes,6/9/2028,1119.94,283
Van Tuxwell,UK,Organic Choco Syrup,6/10/2028,2303.39,222
Roddy Speechley,Canada,Milk Bars,6/11/2028,723.37,33
Camilla Castle,USA,Spicy Special Slims,6/12/2028,1413.64,261
Marney O'Breen,USA,Orange Choco,6/13/2028,9001.89,193
Van Tuxwell,UK,99% Dark & Pure,6/14/2028,5283.91,136
Camilla Castle,USA,White Choc,6/15/2028,10958.51,23
Andria Kimpton,USA,Raspberry Choco,6/16/2028,15531.78,22
Dotty Strutley,Australia,Fruit & Nut Bars,6/17/2028,317.36,337
Brien Boise,New Zealand,Mint Chip Choco,6/18/2028,71.41,188
Roddy Speechley,New Zealand,After Nines,6/19/2028,9317.33,11
Roddy Speechley,Canada,Organic Choco Syrup,6/20/2028,4790.71,86
Dennison Crosswaite,Australia,70% Dark Bites,6/21/2028,6166.80,114
Karlen McCaffrey,USA,Orange Choco,6/22/2028,11741.46,433
Madelene Upcott,Australia,Spicy Special Slims,6/23/2028,8519.77,443
Dennison Crosswaite,Australia,85% Dark Bars,6/24/2028,8278.86,453
Andria Kimpton,Canada,Caramel Stuffed Bars,6/25/2028,7560.62,336
Dennison Crosswaite,UK,Eclairs,6/26/2028,6702.11,285
Madelene Upcott,India,Raspberry Choco,6/27/2028,4758.69,10
Van Tuxwell,USA,After Nines,6/28/2028,709.25,263
Wilone O'Kielt,Australia,Organic Choco Syrup,6/29/2028,2003.05,110
Karlen McCaffrey,Canada,50% Dark Bites,6/30/2028,3248.00,64
Roddy Speechley,New Zealand,Orange Choco,7/1/2028,51.98,95
Beverie Moffet,Australia,Eclairs,7/2/2028,2134.65,6
Kelci Walkden,UK,Fruit & Nut Bars,7/3/2028,15540.41,520
Marney O'Breen,USA,50% Dark Bites,7/4/2028,1117.77,114
Husein Augar,USA,After Nines,7/5/2028,13999.05,179
Dennison Crosswaite,Australia,Raspberry Choco,7/6/2028,6265.59,31
Andria Kimpton,USA,Fruit & Nut Bars,7/7/2028,1536.82,386
Kelci Walkden,India,Eclairs,7/8/2028,6069.93,80
Marney O'Breen,USA,99% Dark & Pure,7/9/2028,4861.33,286
Brien Boise,Canada,Spicy Special Slims,7/10/2028,8993.24,97
Karlen McCaffrey,New Zealand,70% Dark Bites,7/11/2028,150.42,40
Husein Augar,UK,Spicy Special Slims,7/12/2028,5593.68,41
Marney O'Breen,USA,Almond Choco,7/13/2028,9376.61,167
Kelci Walkden,India,Orange Choco,7/14/2028,11315.16,134
Jan Morforth,India,Spicy Special Slims,7/15/2028,2048.34,506
Ches Bonnell,India,Spicy Special Slims,7/16/2028,12562.81,101
Kelci Walkden,UK,Smooth Sliky Salty,7/17/2028,6883.75,182
Madelene Upcott,Australia,Fruit & Nut Bars,7/18/2028,6105.60,90
Madelene Upcott,Canada,70% Dark Bites,7/19/2028,12634.72,145
Wilone O'Kielt,Australia,Drinking Coco,7/20/2028,663.74,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,7/21/2028,7044.68,21
Gigi Bohling,Canada,Baker's Choco Chips,7/22/2028,1804.90,47
Kelci Walkden,India,Caramel Stuffed Bars,7/23/2028,513.43,131
Rafaelita Blaksland,Australia,Drinking Coco,7/24/2028,13699.76,389
Kelci Walkden,USA,Manuka Honey Choco,7/25/2028,19995.68,94
Jehu Rudeforth,Canada,Spicy Special Slims,7/26/2028,2189.70,29
Kelci Walkden,Australia,Eclairs,7/27/2028,8727.09,523
Curtice Advani,Canada,Spicy Special Slims,7/28/2028,911.46,126
Oby Sorrel,India,Raspberry Choco,7/29/2028,7620.86,46
Kelci Walkden,UK,Eclairs,7/30/2028,5054.56,60
Jan Morforth,India,Almond Choco,7/31/2028,5230.50,23
Dotty Strutley,UK,Almond Choco,8/1/2028,17104.04,103
Marney O'Breen,New Zealand,After Nines,8/2/2028,1642.32,43
Husein Augar,Australia,Orange Choco,8/3/2028,10322.19,182
Marney O'Breen,Australia,Milk Bars,8/4/2028,2715.92,423
Kelci Walkden,Canada,99% Dark & Pure,8/5/2028,5598.05,51
Kaine Padly,Australia,Manuka Honey Choco,8/6/2028,2996.99,280
Beverie Moffet,New Zealand,White Choc,8/7/2028,7946.49,7
Van Tuxwell,UK,Milk Bars,8/8/2028,4991.22,92
Oby Sorrel,Canada,99% Dark & Pure,8/9/2028,4151.70,424
Van Tuxwell,India,Organic Choco Syrup,8/10/2028,22701.85,168
Roddy Speechley,India,Smooth Sliky Salty,8/11/2028,6014.30,141
Jan Morforth,India,Eclairs,8/12/2028,2788.60,27
Ches Bonnell,UK,Smooth Sliky Salty,8/13/2028,6503.75,116
Wilone O'Kielt,USA,After Nines,8/14/2028,433.92,31
Gigi Bohling,New Zealand,Fruit & Nut Bars,8/15/2028,12314.13,129
Barr Faughny,USA,Raspberry Choco,8/16/2028,9876.86,106
Wilone O'Kielt,New Zealand,85% Dark Bars,8/17/2028,2043.06,121
Gigi Bohling,New Zealand,Manuka Honey Choco,8/18/2028,8728.80,272
Ches Bonnell,Australia,Eclairs,8/19/2028,4906.57,128
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,8/20/2028,2278.06,49
Brien Boise,New Zealand,Smooth Sliky Salty,8/21/2028,1108.18,27
Brien Boise,Australia,Baker's Choco Chips,8/22/2028,14957.65,206
Dennison Crosswaite,Australia,99% Dark & Pure,8/23/2028,3020.67,19
Kelci Walkden,India,Almond Choco,8/24/2028,3677.47,152
Camilla Castle,Australia,70% Dark Bites,8/25/2028,6999.62,500
Oby Sorrel,India,Smooth Sliky Salty,8/26/2028,10901.65,116
Kaine Padly,UK,Organic Choco Syrup,8/27/2028,2586.62,172
Marney O'Breen,India,Caramel Stuffed Bars,8/28/2028,5077.50,81
Karlen McCaffrey,UK,Eclairs,8/29/2028,8360.11,203
Van Tuxwell,India,Baker's Choco Chips,8/30/2028,3566.77,426
Gigi Bohling,UK,After Nines,8/31/2028,9186.69,173
Curtice Advani,Australia,Orange Choco,9/1/2028,917.35,140
Jehu Rudeforth,Canada,Smooth Sliky Salty,9/2/2028,6199.12,132
Karlen McCaffrey,Canada,Smooth Sliky Salty,9/3/2028,3368.63,180
Andria Kimpton,USA,85% Dark Bars,9/4/2028,10527.23,82
Jehu Rudeforth,Canada,Milk Bars,9/5/2028,7927.57,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,9/6/2028,14493.50,15
Mallorie Waber,Australia,Milk Bars,9/7/2028,3112.20,107
Barr Faughny,USA,Fruit & Nut Bars,9/8/2028,9617.64,44
Marney O'Breen,UK,Caramel Stuffed Bars,9/9/2028,4198.08,107
Mallorie Waber,New Zealand,Manuka Honey Choco,9/10/2028,10927.22,11
Roddy Speechley,India,Peanut Butter Cubes,9/11/2028,10759.18,20
Roddy Speechley,New Zealand,Milk Bars,9/12/2028,6250.42,111
Ches Bonnell,Australia,White Choc,9/13/2028,1103.54,195
Van Tuxwell,USA,99% Dark & Pure,9/14/2028,13435.98,6
Kelci Walkden,India,After Nines,9/15/2028,1855.03,563
Brien Boise,UK,White Choc,9/16/2028,5799.09,169
Van Tuxwell,Canada,Almond Choco,9/17/2028,3631.78,71
Jehu Rudeforth,Australia,50% Dark Bites,9/18/2028,5461.43,456
Karlen McCaffrey,UK,Baker's Choco Chips,9/19/2028,5315.95,389
Jehu Rudeforth,Australia,Orange Choco,9/20/2028,16059.94,28
Marney O'Breen,India,Peanut Butter Cubes,9/21/2028,7803.84,157
Oby Sorrel,UK,Choco Coated Almonds,9/22/2028,10751.19,44
Gigi Bohling,USA,Spicy Special Slims,9/23/2028,12156.54,54
Barr Faughny,Australia,White Choc,9/24/2028,9402.26,401
Kaine Padly,Canada,Peanut Butter Cubes,9/25/2028,3653.39,185
Dotty Strutley,USA,Manuka Honey Choco,9/26/2028,320.11,201
Dennison Crosswaite,Australia,50% Dark Bites,9/27/2028,7618.91,12
Gigi Bohling,India,Raspberry Choco,9/28/2028,2843.90,158
Camilla Castle,UK,White Choc,9/29/2028,11946.40,192
Karlen McCaffrey,India,Drinking Coco,9/30/2028,5055.05,241
Dotty Strutley,UK,99% Dark & Pure,10/1/2028,10378.36,301
Husein Augar,New Zealand,Caramel Stuffed Bars,10/2/2028,595.16,461
Barr Faughny,UK,50% Dark Bites,10/3/2028,639.95,71
Curtice Advani,Australia,Organic Choco Syrup,10/4/2028,3717.35,322
Husein Augar,UK,Choco Coated Almonds,10/5/2028,5057.10,41
Wilone O'Kielt,Australia,After Nines,10/6/2028,3729.83,27
Dennison Crosswaite,USA,Almond Choco,10/7/2028,13786.87,85
Barr Faughny,Canada,Peanut Butter Cubes,10/8/2028,2206.28,79
Kaine Padly,USA,70% Dark Bites,10/9/2028,4672.25,103
Barr Faughny,New Zealand,Raspberry Choco,10/10/2028,7667.99,69
Dennison Crosswaite,UK,White Choc,10/11/2028,8338.51,270
Barr Faughny,India,Baker's Choco Chips,10/12/2028,7548.62,153
Van Tuxwell,New Zealand,Smooth Sliky Salty,10/13/2028,3608.83,46
Beverie Moffet,UK,White Choc,10/14/2028,7108.96,80
Camilla Castle,New Zealand,Mint Chip Choco,10/15/2028,1293.02,201
Ches Bonnell,UK,Orange Choco,10/16/2028,15365.78,57
Jan Morforth,Australia,White Choc,10/17/2028,3766.49,33
Mallorie Waber,Canada,85% Dark Bars,10/18/2028,1664.68,465
Rafaelita Blaksland,India,Spicy Special Slims,10/19/2028,8972.79,134
Ches Bonnell,Australia,Mint Chip Choco,10/20/2028,10576.55,96
Karlen McCaffrey,Australia,White Choc,10/21/2028,8857.15,50
Beverie Moffet,India,Drinking Coco,10/22/2028,6756.17,45
Brien Boise,Australia,Choco Coated Almonds,10/23/2028,5532.85,63
Karlen McCaffrey,Canada,Eclairs,10/24/2028,3713.66,352
Gigi Bohling,USA,99% Dark & Pure,10/25/2028,906.85,246
Marney O'Breen,UK,Smooth Sliky Salty,10/26/2028,22558.88,84
Beverie Moffet,New Zealand,Baker's Choco Chips,10/27/2028,1517.05,147
Beverie Moffet,Australia,Milk Bars,10/28/2028,770.45,389
Van Tuxwell,UK,Raspberry Choco,10/29/2028,7623.35,80
Jan Morforth,Australia,Orange Choco,10/30/2028,3418.05,117
Jehu Rudeforth,India,50% Dark Bites,10/31/2028,4055.71,137
Madelene Upcott,USA,After Nines,11/1/2028,5432.84,450
Barr Faughny,UK,Raspberry Choco,11/2/2028,6016.80,71
Ches Bonnell,Australia,70% Dark Bites,11/3/2028,3609.76,122
Marney O'Breen,UK,Baker's Choco Chips,11/4/2028,302.25,154
